"UserName","Description","DelayedAutoStart","BinaryPathName","StartupType","Name","RequiredServices","CanPauseAndContinue","CanShutdown","CanStop","DisplayName","DependentServices","MachineName","ServiceName","ServicesDependedOn","StartType","ServiceHandle","Status","ServiceType","Site","Container"
"LocalSystem","Performs Device Enrollment Activities for Device Management","False","C:\Windows\system32\svchost.exe -k netsvcs -p","Manual","DmEnrollmentSvc","System.ServiceProcess.ServiceController[]","False","False","False","Device Management Enrollment Service","System.ServiceProcess.ServiceController[]",".","DmEnrollmentSvc","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32OwnProcess",,
"LocalSystem","Routes Wireless Application Protocol (WAP) Push messages received by the device and synchronizes Device Management sessions","True","C:\Windows\system32\svchost.exe -k netsvcs -p","AutomaticDelayedStart","dmwappushservice","System.ServiceProcess.ServiceController[]","False","False","False","Device Management Wireless Application Protocol (WAP) Push message Routing Service","System.ServiceProcess.ServiceController[]",".","dmwappushservice","System.ServiceProcess.ServiceController[]","Automatic",,"Stopped","Win32ShareProcess",,
"NT AUTHORITY\NetworkService","The DNS Client service (dnscache) caches Domain Name System (DNS) names and registers the full computer name for this computer. If the service is stopped, DNS names will continue to be resolved. However, the results of DNS name queries will not be cached and the computer's name will not be registered. If the service is disabled, any services that explicitly depend on it will fail to start.","False","C:\Windows\system32\svchost.exe -k NetworkService -p","Automatic","Dnscache","System.ServiceProcess.ServiceController[]","False","False","False","DNS Client","System.ServiceProcess.ServiceController[]",".","Dnscache","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess, Win32ShareProcess",,
"NT Authority\NetworkService","Performs content delivery optimization tasks","True","C:\Windows\System32\svchost.exe -k NetworkService -p","AutomaticDelayedStart","DoSvc","System.ServiceProcess.ServiceController[]","False","False","True","Delivery Optimization","System.ServiceProcess.ServiceController[]",".","DoSvc","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess, Win32ShareProcess",,
"localSystem","The Wired AutoConfig (DOT3SVC) service is responsible for performing IEEE 802.1X authentication on Ethernet interfaces. If your current wired network deployment enforces 802.1X authentication, the DOT3SVC service should be configured to run for establishing Layer 2 connectivity and/or providing access to network resources. Wired networks that do not enforce 802.1X authentication are unaffected by the DOT3SVC service.","False","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p","Automatic","dot3svc","System.ServiceProcess.ServiceController[]","False","True","True","Wired AutoConfig","System.ServiceProcess.ServiceController[]",".","dot3svc","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess, Win32ShareProcess",,
"NT AUTHORITY\LocalService","The Diagnostic Policy Service enables problem detection, troubleshooting and resolution for Windows components.  If this service is stopped, diagnostics will no longer function.","False","C:\Windows\System32\svchost.exe -k LocalServiceNoNetwork -p","Automatic","DPS","System.ServiceProcess.ServiceController[]","False","True","True","Diagnostic Policy Service","System.ServiceProcess.ServiceController[]",".","DPS","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess, Win32ShareProcess",,
"NT Authority\LocalService","Intel(R) Dynamic Tuning Technology Telemetry Service","False","""C:\Windows\System32\DriverStore\FileRepository\dtt_sw.inf_amd64_3ea1838906a8645a\ipfsvc.exe""","Automatic","dptftcs","System.ServiceProcess.ServiceController[]","True","False","True","Intel(R) Dynamic Tuning Technology Telemetry Service","System.ServiceProcess.ServiceController[]",".","dptftcs","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess",,
"LocalSystem","Enables the detection, download and installation of device-related software. If this service is disabled, devices may be configured with outdated software, and may not work correctly.","False","C:\Windows\system32\svchost.exe -k netsvcs -p","Manual","DsmSvc","System.ServiceProcess.ServiceController[]","False","True","True","Device Setup Manager","System.ServiceProcess.ServiceController[]",".","DsmSvc","System.ServiceProcess.ServiceController[]","Manual",,"Running","Win32OwnProcess, Win32ShareProcess",,
"LocalSystem","Provides data brokering between applications.","False","C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p","Manual","DsSvc","System.ServiceProcess.ServiceController[]","False","False","True","Data Sharing Service","System.ServiceProcess.ServiceController[]",".","DsSvc","System.ServiceProcess.ServiceController[]","Manual",,"Running","Win32OwnProcess, Win32ShareProcess",,
"NT Authority\LocalService","Network data usage, data limit, restrict background data, metered networks.","False","C:\Windows\System32\svchost.exe -k LocalServiceNetworkRestricted -p","Automatic","DusmSvc","System.ServiceProcess.ServiceController[]","False","False","True","Data Usage","System.ServiceProcess.ServiceController[]",".","DusmSvc","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess",,
"LocalSystem","A component of the DameWare Remote Support System Management Suite.  The DameWare Mini Remote Client Agent Service allows Administrators (or authorized users) the ability to quickly provide Remote Assistance, by interactively accessing the Desktop of a computer from a remote location.  Additional benefits include: Troubleshooting, Working from Home, System & Application Configuration, Collaboration, or even Remote Instruction & Teaching.","False","C:\Windows\dwrcs\dwrcs.exe -service","Automatic","dwmrcs","System.ServiceProcess.ServiceController[]","False","True","True","DameWare Mini Remote Control","System.ServiceProcess.ServiceController[]",".","dwmrcs","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess",,
"localSystem","The Extensible Authentication Protocol (EAP) service provides network authentication in such scenarios as 802.1x wired and wireless, VPN, and Network Access Protection (NAP).  EAP also provides application programming interfaces (APIs) that are used by network access clients, including wireless and VPN clients, during the authentication process.  If you disable this service, this computer is prevented from accessing networks that require EAP authentication.","False","C:\Windows\System32\svchost.exe -k netsvcs -p","Manual","Eaphost","System.ServiceProcess.ServiceController[]","False","True","True","Extensible Authentication Protocol","System.ServiceProcess.ServiceController[]",".","Eaphost","System.ServiceProcess.ServiceController[]","Manual",,"Running","Win32OwnProcess, Win32ShareProcess",,
"LocalSystem","Keeps your Microsoft software up to date. If this service is disabled or stopped, your Microsoft software will not be kept up to date, meaning security vulnerabilities that may arise cannot be fixed and features may not work. This service uninstalls itself when there is no Microsoft software using it.","True","""C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe"" /svc","AutomaticDelayedStart","edgeupdate","System.ServiceProcess.ServiceController[]","False","False","False","Microsoft Edge Update Service (edgeupdate)","System.ServiceProcess.ServiceController[]",".","edgeupdate","System.ServiceProcess.ServiceController[]","Automatic",,"Stopped","Win32OwnProcess",,
"LocalSystem","Keeps your Microsoft software up to date. If this service is disabled or stopped, your Microsoft software will not be kept up to date, meaning security vulnerabilities that may arise cannot be fixed and features may not work. This service uninstalls itself when there is no Microsoft software using it.","True","""C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe"" /medsvc","Manual","edgeupdatem","System.ServiceProcess.ServiceController[]","False","False","False","Microsoft Edge Update Service (edgeupdatem)","System.ServiceProcess.ServiceController[]",".","edgeupdatem","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32OwnProcess",,
"LocalSystem","Provides the core file encryption technology used to store encrypted files on NTFS file system volumes. If this service is stopped or disabled, applications will be unable to access encrypted files.","False","C:\Windows\System32\lsass.exe","Manual","EFS","System.ServiceProcess.ServiceController[]","False","False","False","Encrypting File System (EFS)","System.ServiceProcess.ServiceController[]",".","EFS","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess",,
"LocalSystem","The Embedded Mode service enables scenarios related to Background Applications.  Disabling this service will prevent Background Applications from being activated.","False","C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p","Manual","embeddedmode","System.ServiceProcess.ServiceController[]","False","False","False","Embedded Mode","System.ServiceProcess.ServiceController[]",".","embeddedmode","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess",,
"LocalSystem","Enables enterprise application management.","False","C:\Windows\system32\svchost.exe -k appmodel -p","Manual","EntAppSvc","System.ServiceProcess.ServiceController[]","False","False","False","Enterprise App Management Service","System.ServiceProcess.ServiceController[]",".","EntAppSvc","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess",,
"NT AUTHORITY\LocalService","This service manages events and event logs. It supports logging events, querying events, subscribing to events, archiving event logs, and managing event metadata. It can display events in both XML and plain text format. Stopping this service may compromise security and reliability of the system.","False","C:\Windows\System32\svchost.exe -k LocalServiceNetworkRestricted -p","Automatic","EventLog","System.ServiceProcess.ServiceController[]","False","True","True","Windows Event Log","System.ServiceProcess.ServiceController[]",".","EventLog","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess, Win32ShareProcess",,
"NT AUTHORITY\LocalService","Supports System Event Notification Service (SENS), which provides automatic distribution of events to subscribing Component Object Model (COM) components. If the service is stopped, SENS will close and will not be able to provide logon and logoff notifications. If this service is disabled, any services that explicitly depend on it will fail to start.","False","C:\Windows\system32\svchost.exe -k LocalService -p","Automatic","EventSystem","System.ServiceProcess.ServiceController[]","False","False","True","COM+ Event System","System.ServiceProcess.ServiceController[]",".","EventSystem","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess, Win32ShareProcess",,
"NT AUTHORITY\NetworkService","Enables you to send and receive faxes, utilizing fax resources available on this computer or on the network.","False","C:\Windows\system32\fxssvc.exe","Manual","Fax","System.ServiceProcess.ServiceController[]","False","False","False","Fax","System.ServiceProcess.ServiceController[]",".","Fax","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32OwnProcess",,
"NT AUTHORITY\LocalService","The FDPHOST service hosts the Function Discovery (FD) network discovery providers. These FD providers supply network discovery services for the Simple Services Discovery Protocol (SSDP) and Web Services – Discovery (WS-D) protocol. Stopping or disabling the FDPHOST service will disable network discovery for these protocols when using FD. When this service is unavailable, network services using FD and relying on these discovery protocols will be unable to find network devices or resources.","False","C:\Windows\system32\svchost.exe -k LocalService -p","Manual","fdPHost","System.ServiceProcess.ServiceController[]","False","False","True","Function Discovery Provider Host","System.ServiceProcess.ServiceController[]",".","fdPHost","System.ServiceProcess.ServiceController[]","Manual",,"Running","Win32OwnProcess, Win32ShareProcess",,
"NT AUTHORITY\LocalService","Publishes this computer and resources attached to this computer so they can be discovered over the network.  If this service is stopped, network resources will no longer be published and they will not be discovered by other computers on the network.","False","C:\Windows\system32\svchost.exe -k LocalServiceAndNoImpersonation -p","Manual","FDResPub","System.ServiceProcess.ServiceController[]","False","True","True","Function Discovery Resource Publication","System.ServiceProcess.ServiceController[]",".","FDResPub","System.ServiceProcess.ServiceController[]","Manual",,"Running","Win32OwnProcess, Win32ShareProcess",,
"LocalSystem","Protects user files from accidental loss by copying them to a backup location","False","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p","Manual","fhsvc","System.ServiceProcess.ServiceController[]","False","False","False","File History Service","System.ServiceProcess.ServiceController[]",".","fhsvc","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess",,
"LocalSystem","Helper service for OneDrive","False","""C:\Program Files\Microsoft OneDrive\23.246.1127.0002\FileSyncHelper.exe""","Manual","FileSyncHelper","System.ServiceProcess.ServiceController[]","False","False","False","FileSyncHelper","System.ServiceProcess.ServiceController[]",".","FileSyncHelper","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32OwnProcess",,
"NT AUTHORITY\LocalService","Optimizes performance of applications by caching commonly used font data. Applications will start this service if it is not already running. It can be disabled, though doing so will degrade application performance.","False","C:\Windows\system32\svchost.exe -k LocalService -p","Automatic","FontCache","System.ServiceProcess.ServiceController[]","False","True","True","Windows Font Cache Service","System.ServiceProcess.ServiceController[]",".","FontCache","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess, Win32ShareProcess",,
"NT Authority\LocalService","Optimizes performance of Windows Presentation Foundation (WPF) applications by caching commonly used font data. WPF applications will start this service if it is not already running. It can be disabled, though doing so will degrade the performance of WPF applications.","False","C:\Windows\Microsoft.Net\Framework64\v3.0\WPF\PresentationFontCache.exe","Manual","FontCache3.0.0.0","System.ServiceProcess.ServiceController[]","False","False","False","Windows Presentation Foundation Font Cache 3.0.0.0","System.ServiceProcess.ServiceController[]",".","FontCache3.0.0.0","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32OwnProcess",,
"LocalSystem","Enables multiple clients to access video frames from camera devices.","False","C:\Windows\System32\svchost.exe -k Camera","Manual","FrameServer","System.ServiceProcess.ServiceController[]","False","False","False","Windows Camera Frame Server","System.ServiceProcess.ServiceController[]",".","FrameServer","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32OwnProcess, Win32ShareProcess",,
"LocalSystem","Enables keyboards, mice, gamepads, and other input devices to be used with the GameInput API.","False","C:\Windows\System32\GameInputSvc.exe","Manual","GameInputSvc","System.ServiceProcess.ServiceController[]","False","False","False","GameInput Service","System.ServiceProcess.ServiceController[]",".","GameInputSvc","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32OwnProcess",,
"LocalSystem","Enables processing of computer startup scripts over remote access connections.","True","C:\Windows\SysWOW64\gpas.exe","AutomaticDelayedStart","gpassvc","System.ServiceProcess.ServiceController[]","False","False","False","Group Policy Agent Service","System.ServiceProcess.ServiceController[]",".","gpassvc","System.ServiceProcess.ServiceController[]","Automatic",,"Stopped","Win32OwnProcess",,
"LocalSystem","The service is responsible for applying settings configured by administrators for the computer and users through the Group Policy component. If the service is disabled, the settings will not be applied and applications and components will not be manageable through Group Policy. Any components or applications that depend on the Group Policy component might not be functional if the service is disabled.","False","C:\Windows\system32\svchost.exe -k netsvcs -p","Automatic","gpsvc","System.ServiceProcess.ServiceController[]","False","False","True","Group Policy Client","System.ServiceProcess.ServiceController[]",".","gpsvc","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess, Win32ShareProcess",,
"LocalSystem","Graphics performance monitor service","False","C:\Windows\System32\svchost.exe -k GraphicsPerfSvcGroup","Manual","GraphicsPerfSvc","System.ServiceProcess.ServiceController[]","False","False","False","GraphicsPerfSvc","System.ServiceProcess.ServiceController[]",".","GraphicsPerfSvc","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess",,
"LocalSystem",,"True","C:\Program Files (x86)\Boeing\Hail\hail.exe","AutomaticDelayedStart","Hail","System.ServiceProcess.ServiceController[]","False","False","False","Hail","System.ServiceProcess.ServiceController[]",".","Hail","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess",,
"LocalSystem","Activates and maintains the use of hot buttons on keyboards, remote controls, and other multimedia devices. It is recommended that you keep this service running.","False","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p","Manual","hidserv","System.ServiceProcess.ServiceController[]","False","True","True","Human Interface Device Service","System.ServiceProcess.ServiceController[]",".","hidserv","System.ServiceProcess.ServiceController[]","Manual",,"Running","Win32OwnProcess, Win32ShareProcess",,
"LocalSystem","Host Control Service for Fingerprint Processing","False","""C:\Windows\System32\bcmHostControlService.exe""","Automatic","hostcontrolsvc","System.ServiceProcess.ServiceController[]","True","True","True","Credential Vault Host Control Service","System.ServiceProcess.ServiceController[]",".","hostcontrolsvc","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess",,
"LocalSystem","Host Storage Service for Persisting CV Objects into Hard drive","False","""C:\Windows\System32\bcmHostStorageService.exe""","Automatic","hoststoragesvc","System.ServiceProcess.ServiceController[]","True","True","True","Credential Vault Host Storage","System.ServiceProcess.ServiceController[]",".","hoststoragesvc","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess",,
"LocalSystem","Provides an interface for the Hyper-V hypervisor to provide per-partition performance counters to the host operating system.","False","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p","Manual","HvHost","System.ServiceProcess.ServiceController[]","False","False","False","HV Host Service","System.ServiceProcess.ServiceController[]",".","HvHost","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess",,
"NT Authority\LocalService","Provides the ability to share a cellular data connection with another device.","False","C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted -p","Manual","icssvc","System.ServiceProcess.ServiceController[]","False","False","False","Windows Mobile Hotspot Service","System.ServiceProcess.ServiceController[]",".","icssvc","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess",,
"LocalSystem","Service for Intel(R) Graphics Command Center","False","""C:\Windows\System32\DriverStore\FileRepository\igcc_dch.inf_amd64_496e6907d9baf955\OneApp.IGCC.WinService.exe""","Automatic","igccservice","System.ServiceProcess.ServiceController[]","True","True","True","Intel(R) Graphics Command Center Service","System.ServiceProcess.ServiceController[]",".","igccservice","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess",,
"LocalSystem","The IKEEXT service hosts the Internet Key Exchange (IKE) and Authenticated Internet Protocol (AuthIP) keying modules. These keying modules are used for authentication and key exchange in Internet Protocol security (IPsec). Stopping or disabling the IKEEXT service will disable IKE and AuthIP key exchange with peer computers. IPsec is typically configured to use IKE or AuthIP; therefore, stopping or disabling the IKEEXT service might result in an IPsec failure and might compromise the security of the system. It is strongly recommended that you have the IKEEXT service running.","False","C:\Windows\system32\svchost.exe -k netsvcs -p","Automatic","IKEEXT","System.ServiceProcess.ServiceController[]","False","True","True","IKE and AuthIP IPsec Keying Modules","System.ServiceProcess.ServiceController[]",".","IKEEXT","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess, Win32ShareProcess",,
"LocalSystem","Provides infrastructure support for the Microsoft Store.  This service is started on demand and if disabled then installations will not function properly.","False","C:\Windows\System32\svchost.exe -k netsvcs -p","Manual","InstallService","System.ServiceProcess.ServiceController[]","False","False","True","Microsoft Store Install Service","System.ServiceProcess.ServiceController[]",".","InstallService","System.ServiceProcess.ServiceController[]","Manual",,"Running","Win32OwnProcess",,
"LocalSystem","Version: 1.65.245.0","False","C:\Windows\System32\DriverStore\FileRepository\iclsclient.inf_amd64_45efd8a6478e15ce\lib\PlatformLicenseManagerService.exe","Automatic","Intel(R) Platform License Manager Service","System.ServiceProcess.ServiceController[]","False","False","False","Intel(R) Platform License Manager Service","System.ServiceProcess.ServiceController[]",".","Intel(R) Platform License Manager Service","System.ServiceProcess.ServiceController[]","Automatic",,"Stopped","Win32OwnProcess",,
"LocalSystem",,"False","C:\Windows\System32\DriverStore\FileRepository\intcoed.inf_amd64_cbcebe813d4324dc\\AS\\IAS\\IntelAudioService.exe","Automatic","IntelAudioService","System.ServiceProcess.ServiceController[]","False","True","True","Intel(R) Audio Service","System.ServiceProcess.ServiceController[]",".","IntelAudioService","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess",,
"LocalSystem","Intel(R) Innovation Platform Framework Service","False","""C:\Windows\System32\DriverStore\FileRepository\ipf_cpu.inf_amd64_07e81e065fff923d\ipf_uf.exe""","Automatic","ipfsvc","System.ServiceProcess.ServiceController[]","True","False","True","Intel(R) Innovation Platform Framework Service","System.ServiceProcess.ServiceController[]",".","ipfsvc","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess",,
"LocalSystem","Provides tunnel connectivity using IPv6 transition technologies (6to4, ISATAP, Port Proxy, and Teredo), and IP-HTTPS. If this service is stopped, the computer will not have the enhanced connectivity benefits that these technologies offer.","False","C:\Windows\System32\svchost.exe -k NetSvcs -p","Automatic","iphlpsvc","System.ServiceProcess.ServiceController[]","False","False","True","IP Helper","System.ServiceProcess.ServiceController[]",".","iphlpsvc","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess, Win32ShareProcess",,
"LocalSystem","Configures and enables translation from v4 to v6 and vice versa","False","C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p","Manual","IpxlatCfgSvc","System.ServiceProcess.ServiceController[]","False","False","False","IP Translation Configuration Service","System.ServiceProcess.ServiceController[]",".","IpxlatCfgSvc","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess",,
"LocalSystem","Intel(R) Dynamic Application Loader Host Interface Service - Allows applications to access the local Intel (R) DAL","False","C:\Windows\System32\DriverStore\FileRepository\dal.inf_amd64_b5484efd38adbe8d\jhi_service.exe","Automatic","jhi_service","System.ServiceProcess.ServiceController[]","False","False","True","Intel(R) Dynamic Application Loader Host Interface Service","System.ServiceProcess.ServiceController[]",".","jhi_service","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess",,
"LocalSystem","The CNG key isolation service is hosted in the LSA process. The service provides key process isolation to private keys and associated cryptographic operations as required by the Common Criteria. The service stores and uses long-lived keys in a secure process complying with Common Criteria requirements.","False","C:\Windows\system32\lsass.exe","Manual","KeyIso","System.ServiceProcess.ServiceController[]","False","False","True","CNG Key Isolation","System.ServiceProcess.ServiceController[]",".","KeyIso","System.ServiceProcess.ServiceController[]","Manual",,"Running","Win32ShareProcess",,
"NT AUTHORITY\NetworkService","Coordinates transactions between the Distributed Transaction Coordinator (MSDTC) and the Kernel Transaction Manager (KTM). If it is not needed, it is recommended that this service remain stopped. If it is needed, both MSDTC and KTM will start this service automatically. If this service is disabled, any MSDTC transaction interacting with a Kernel Resource Manager will fail and any services that explicitly depend on it will fail to start.","False","C:\Windows\System32\svchost.exe -k NetworkServiceAndNoImpersonation -p","Manual","KtmRm","System.ServiceProcess.ServiceController[]","False","False","False","KtmRm for Distributed Transaction Coordinator","System.ServiceProcess.ServiceController[]",".","KtmRm","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess",,
"LocalSystem","Supports file, print, and named-pipe sharing over the network for this computer. If this service is stopped, these functions will be unavailable. If this service is disabled, any services that explicitly depend on it will fail to start.","False","C:\Windows\system32\svchost.exe -k netsvcs -p","Automatic","LanmanServer","System.ServiceProcess.ServiceController[]","False","False","True","Server","System.ServiceProcess.ServiceController[]",".","LanmanServer","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess, Win32ShareProcess",,
"NT AUTHORITY\NetworkService","Creates and maintains client network connections to remote servers using the SMB protocol. If this service is stopped, these connections will be unavailable. If this service is disabled, any services that explicitly depend on it will fail to start.","False","C:\Windows\System32\svchost.exe -k NetworkService -p","Automatic","LanmanWorkstation","System.ServiceProcess.ServiceController[]","True","False","True","Workstation","System.ServiceProcess.ServiceController[]",".","LanmanWorkstation","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess, Win32ShareProcess",,
"LocalSystem","This service monitors the current location of the system and manages geofences (a geographical location with associated events).  If you turn off this service, applications will be unable to use or receive notifications for geolocation or geofences.","False","C:\Windows\system32\svchost.exe -k netsvcs -p","Manual","lfsvc","System.ServiceProcess.ServiceController[]","False","False","True","Geolocation Service","System.ServiceProcess.ServiceController[]",".","lfsvc","System.ServiceProcess.ServiceController[]","Manual",,"Running","Win32OwnProcess, Win32ShareProcess",,
"NT Authority\LocalService","Provides infrastructure support for the Microsoft Store.  This service is started on demand and if disabled then content acquired through the Microsoft Store will not function properly.","False","C:\Windows\System32\svchost.exe -k LocalService -p","Manual","LicenseManager","System.ServiceProcess.ServiceController[]","False","False","True","Windows License Manager Service","System.ServiceProcess.ServiceController[]",".","LicenseManager","System.ServiceProcess.ServiceController[]","Manual",,"Running","Win32OwnProcess, Win32ShareProcess",,
"NT AUTHORITY\LocalService","Creates a Network Map, consisting of PC and device topology (connectivity) information, and metadata describing each PC and device.  If this service is disabled, the Network Map will not function properly.","False","C:\Windows\System32\svchost.exe -k LocalService -p","Manual","lltdsvc","System.ServiceProcess.ServiceController[]","False","False","False","Link-Layer Topology Discovery Mapper","System.ServiceProcess.ServiceController[]",".","lltdsvc","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess",,
"NT AUTHORITY\LocalService","Provides support for the NetBIOS over TCP/IP (NetBT) service and NetBIOS name resolution for clients on the network, therefore enabling users to share files, print, and log on to the network. If this service is stopped, these functions might be unavailable. If this service is disabled, any services that explicitly depend on it will fail to start.","False","C:\Windows\System32\svchost.exe -k LocalServiceNetworkRestricted -p","Manual","lmhosts","System.ServiceProcess.ServiceController[]","False","False","True","TCP/IP NetBIOS Helper","System.ServiceProcess.ServiceController[]",".","lmhosts","System.ServiceProcess.ServiceController[]","Manual",,"Running","Win32OwnProcess, Win32ShareProcess",,
"LocalSystem",,"False","""C:\Program Files\Microsoft Policy Platform\policyHost.exe"" /service","Manual","lpasvc","System.ServiceProcess.ServiceController[]","False","False","False","Microsoft Policy Platform Local Authority","System.ServiceProcess.ServiceController[]",".","lpasvc","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess",,
"LocalSystem",,"False","""C:\Program Files\Microsoft Policy Platform\policyHost.exe"" /service","Manual","lppsvc","System.ServiceProcess.ServiceController[]","False","False","False","Microsoft Policy Platform Processor","System.ServiceProcess.ServiceController[]",".","lppsvc","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess",,
"LocalSystem","Core Windows Service that manages local user sessions. Stopping or disabling this service will result in system instability.","False","C:\Windows\system32\svchost.exe -k DcomLaunch -p","Automatic","LSM","System.ServiceProcess.ServiceController[]","False","False","False","Local Session Manager","System.ServiceProcess.ServiceController[]",".","LSM","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess, Win32ShareProcess",,
"LocalSystem","Provides infrastructure support for deploying and configuring localized Windows resources. This service is started on demand and, if disabled, additional Windows languages will not be deployed to the system, and Windows may not function properly.","False","C:\Windows\system32\svchost.exe -k netsvcs","Manual","LxpSvc","System.ServiceProcess.ServiceController[]","False","False","False","Language Experience Service","System.ServiceProcess.ServiceController[]",".","LxpSvc","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32OwnProcess, Win32ShareProcess",,
"NT AUTHORITY\LocalService","Trellix Agent Common Services","False","""C:\Program Files\McAfee\Agent\macmnsvc.exe"" /ServiceStart","Automatic","macmnsvc","System.ServiceProcess.ServiceController[]","False","True","True","Trellix Agent Common Services","System.ServiceProcess.ServiceController[]",".","macmnsvc","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess",,
"NT AUTHORITY\NetworkService","Windows service for application access to downloaded maps. This service is started on-demand by application accessing downloaded maps. Disabling this service will prevent apps from accessing maps.","True","C:\Windows\System32\svchost.exe -k NetworkService -p","AutomaticDelayedStart","MapsBroker","System.ServiceProcess.ServiceController[]","False","False","False","Downloaded Maps Manager","System.ServiceProcess.ServiceController[]",".","MapsBroker","System.ServiceProcess.ServiceController[]","Automatic",,"Stopped","Win32OwnProcess",,
"LocalSystem","Trellix Agent Service","False","""C:\Program Files\McAfee\Agent\masvc.exe"" /ServiceStart","Automatic","masvc","System.ServiceProcess.ServiceController[]","False","True","True","Trellix Agent Service","System.ServiceProcess.ServiceController[]",".","masvc","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess",,
"LocalSystem","Uses Intel SGX to enhance the security of Trellix Drive Encryption","False","""C:\Program Files\McAfee\Endpoint Encryption\SGX64\MDECryptService.exe""","Automatic","McAfee Drive Encryption SGX Service","System.ServiceProcess.ServiceController[]","False","False","True","McAfee Drive Encryption SGX Service","System.ServiceProcess.ServiceController[]",".","McAfee Drive Encryption SGX Service","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess",,
"LocalSystem","Coordinates encryption services between McAfee Agent and installed encryption provider(s).","False","""C:\Program Files\McAfee\Endpoint Encryption Agent\MfeEpeHost.exe""","Automatic","McAfee Endpoint Encryption Agent","System.ServiceProcess.ServiceController[]","False","True","True","McAfee Endpoint Encryption Agent","System.ServiceProcess.ServiceController[]",".","McAfee Endpoint Encryption Agent","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess",,
